,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene21178,15.72455758,0.135137951,0.119746707,1.128531669,0.25909545,NA
gene18915,1.728918376,-0.088517423,0.078459918,-1.128186538,0.259241148,NA
gene14286,9.733674498,0.118363665,0.104972578,1.12756747,0.259502631,NA
gene27610,30.4037549,-0.149533068,0.132645266,-1.127315523,0.259609101,NA
gene3746,2.444462786,0.101988686,0.0905087,1.126838478,0.259810779,NA
gene32273,1.35955478,0.081438417,0.072280836,1.126694455,0.259871688,NA
gene32878,13.98662467,-0.147824176,0.131221284,-1.126525909,0.25994298,NA
gene14119,1.684791396,-0.105512654,0.09369756,-1.126098197,0.260123957,NA
gene22927,2.662587775,0.078385972,0.069644244,1.125519755,0.260368851,NA
gene41263,10.64325083,-0.093499655,0.083128152,-1.124765226,0.260688534,NA
gene24855,5.512926482,0.11311377,0.100567082,1.124759397,0.260691004,NA
gene24255,2.112277111,0.082618505,0.073464781,1.124600172,0.260758501,NA
gene15511,20.62375776,-0.144648391,0.128632685,-1.124507276,0.260797885,NA
gene29628,2.119481296,0.115564282,0.102775965,1.124429066,0.260831047,NA
gene13331,18.4682515,-0.116040977,0.103214516,-1.124269938,0.260898528,NA
gene30313,4.082904677,0.113145905,0.100640623,1.124256798,0.2609041,NA
gene29469,2.503821628,0.095915563,0.085327982,1.124080995,0.260978667,NA
gene21108,7.993903267,-0.11391705,0.101360944,-1.123875188,0.261065979,NA
gene19122,10.71977663,-0.1213974,0.108025746,-1.123782097,0.261105478,NA
gene31793,1.964914101,0.102651307,0.091354437,1.123659782,0.261157384,NA
gene41394,33.27417608,-0.147718708,0.131482189,-1.123488358,0.261230142,NA
gene11885,6.670201093,-0.113239391,0.100796824,-1.123442046,0.261249801,NA
gene17847,3.828274977,0.097181512,0.086511559,1.123335581,0.261294998,NA
gene22142,55.69343,0.149040168,0.132700856,1.123128909,0.26138275,NA
gene3512,1.234897374,0.071596733,0.063750362,1.123079624,0.261403679,NA
gene1771,7.239791392,0.104899245,0.093450011,1.122517199,0.261642599,NA
gene239,4.579365212,-0.091365009,0.08140068,-1.122410873,0.261687784,NA
gene3530,10.11111865,0.133709865,0.119193588,1.121787396,0.261952847,NA
gene18001,5.409359769,-0.105962494,0.094461359,-1.121754916,0.26196666,NA
gene14407,2.633684418,-0.113026564,0.100781693,-1.121498963,0.262075533,NA
gene12671,64.77122949,0.148083446,0.132069455,1.121254309,0.262179628,NA
gene2440,1.776570712,-0.111987534,0.099900006,-1.120996275,0.262289448,NA
gene15633,0.644792191,-0.084867966,0.075708024,-1.120990381,0.262291957,NA
gene15650,2.347115626,-0.081506385,0.07272121,-1.12080623,0.262370352,NA
gene37949,50.91836317,0.148260019,0.13231766,1.120485498,0.262506929,NA
gene22260,16.24987003,0.142005015,0.126779435,1.120095023,0.262673271,NA
gene18243,3.071405398,0.101943295,0.09104479,1.119704871,0.262839548,NA
gene31026,14.17043573,0.12196668,0.108970424,1.119264068,0.2630275,NA
gene1856,10.6757888,-0.11948873,0.106757327,-1.119255549,0.263031133,NA
gene11992,1.820066889,0.072375948,0.06466529,1.119239519,0.26303797,NA
gene14538,36.037428,0.148571906,0.132758752,1.119111947,0.263092383,NA
gene18437,40.34616733,-0.145539286,0.130058811,-1.11902673,0.263128736,NA
gene31270,7.672192359,-0.121160015,0.108312874,-1.118611396,0.26330596,NA
gene26380,7.676774957,-0.146095684,0.130628448,-1.118406338,0.263393489,NA
gene30950,47.25801712,0.148297109,0.13265326,1.117930378,0.26359673,NA
gene11722,15.83485212,0.125212647,0.112054536,1.117425963,0.263812239,NA
gene28592,9.193642583,0.120451384,0.107822489,1.117126723,0.263940146,NA
gene35336,46.76260592,-0.148183112,0.132656803,-1.117041185,0.263976716,NA
gene21597,1.49698121,0.088534322,0.079276901,1.116773251,0.264091289,NA
gene19491,14.59600298,-0.133783233,0.119795499,-1.116763432,0.264095488,NA
gene15675,23.77606032,0.144216831,0.129180174,1.116400658,0.264250672,NA
gene26876,11.902806,-0.130434809,0.116888977,-1.115886308,0.264470803,NA
gene19011,36.97623666,0.147265156,0.132020334,1.115473286,0.26464766,NA
gene30405,38.22514297,0.148019538,0.132706643,1.115389056,0.264683737,NA
gene24903,6.980079011,0.11647859,0.104430032,1.115374461,0.264689989,NA
gene25522,58.88465025,-0.148052344,0.132742215,-1.115337305,0.264705905,NA
gene30410,11.44120861,-0.122486609,0.109835978,-1.115177482,0.264774374,NA
gene27979,2.750654635,0.129616247,0.116336315,1.114151219,0.265214319,NA
gene40567,7.642304862,-0.120733493,0.108366705,-1.114119811,0.265227791,NA
gene19497,50.49804353,-0.14538394,0.130510394,-1.113964456,0.265294436,NA
gene37150,63.22606761,0.146815768,0.131828198,1.113690167,0.265412129,NA
gene3696,0.841979848,-0.054869492,0.049272873,-1.113584189,0.265457613,NA
gene40351,21.5699801,-0.129396486,0.116267492,-1.11292059,0.265742536,NA
gene2922,1.269777508,0.064753173,0.058208269,1.112439427,0.26594926,NA
gene34768,13.66912985,0.129596862,0.116539974,1.112037844,0.266121879,NA
gene28736,14.01155347,0.119447717,0.107415557,1.112015057,0.266131676,NA
gene38536,4.033354633,-0.08674379,0.078018782,-1.111832149,0.266210326,NA
gene28699,2.671547052,0.079902567,0.071870785,1.111753086,0.266244328,NA
gene3725,2.772462388,0.086525924,0.077830969,1.111715878,0.266260331,NA
gene3739,6.389670993,0.104107595,0.093651016,1.11165473,0.266286631,NA
gene18039,1.605377565,0.070937644,0.063820894,1.111511281,0.266348337,NA
gene28726,1.482174668,-0.074044288,0.066641908,-1.111076964,0.266535223,NA
gene22381,1.126561833,-0.073665966,0.066313268,-1.110878239,0.266620763,NA
gene14247,4.981774502,-0.101299684,0.091203771,-1.110696222,0.266699129,NA
gene13148,5.113748878,0.133879786,0.120561987,1.110464325,0.266798993,NA
gene35396,41.87462953,-0.146552664,0.132004953,-1.110205794,0.266910356,NA
gene26926,0.863857649,0.072229092,0.065069754,1.110025596,0.266987997,NA
gene39169,30.18844352,0.141572951,0.127581372,1.109667881,0.267142168,NA
gene13697,0.467247806,-0.058419615,0.052656756,-1.109441968,0.267239566,NA
gene12745,2.963254452,0.087575261,0.078953199,1.109204717,0.267341878,NA
gene37189,5.010865719,-0.134375429,0.121149803,-1.10916754,0.267357913,NA
gene20263,34.01961963,-0.147038674,0.132592066,-1.108955292,0.267449469,NA
gene26658,12.76758116,-0.119862304,0.108129779,-1.108504107,0.267644166,NA
gene30758,1.461477272,0.10186555,0.091907979,1.10834283,0.267713785,NA
gene18486,3.035884833,0.098168866,0.088573395,1.108333564,0.267717785,NA
gene38411,23.43464309,-0.135469736,0.12228885,-1.107784849,0.267954745,NA
gene18858,8.983723224,0.122741973,0.110870645,1.107073687,0.268262071,NA
gene32368,29.7231806,0.146834157,0.132693621,1.106565303,0.268481916,NA
gene17695,53.27400004,0.143425882,0.129617295,1.106533522,0.268495663,NA
gene40847,3.078974381,0.103980497,0.093977689,1.106438114,0.268536936,NA
gene31093,1.532531291,0.069370832,0.062697975,1.106428589,0.268541057,NA
gene31764,5.121409448,0.096518933,0.087284765,1.105793575,0.268815877,NA
gene10623,10.61504879,0.117071658,0.105959881,1.104867784,0.269216884,NA
gene36337,58.4154034,0.145444483,0.131664612,1.104658883,0.269307426,NA
gene38588,2.401361543,-0.103754708,0.093935034,-1.10453686,0.269360323,NA
gene15825,25.10031789,0.131452928,0.119032847,1.104341628,0.269444972,NA
gene31664,1.987458792,-0.113000608,0.102326098,-1.10431855,0.269454979,NA
gene28656,47.40660106,-0.146528959,0.132727678,-1.103981937,0.269600973,NA
gene301,16.80235175,0.130036422,0.117934627,1.102614434,0.27019464,NA
gene25039,43.86588778,0.143219223,0.129892426,1.102598728,0.270201463,NA
gene1795,4.779615315,0.091583223,0.083073257,1.102439302,0.270270733,NA
gene12349,3.90794522,-0.080522015,0.073070074,-1.101983486,0.270468851,NA
gene19513,4.172035441,-0.117424787,0.106576278,-1.101791026,0.270552533,NA
gene27548,2.236453004,0.083587545,0.075866088,1.101777445,0.270558438,NA
gene31949,0.595309543,-0.058506099,0.053113795,-1.101523605,0.270668837,NA
gene15867,2.754780053,0.050620977,0.04596086,1.101393168,0.270725578,NA
gene23191,24.78774134,0.138651188,0.125915851,1.101141647,0.270835014,NA
gene15688,29.48002058,-0.146019183,0.13265995,-1.100702831,0.271026014,NA
gene38039,9.584238731,-0.143404253,0.130294245,-1.10061847,0.271062744,NA
gene29834,53.71599271,0.145473298,0.13224591,1.100021156,0.271322904,NA
gene14302,11.21714817,0.119925382,0.109051637,1.099711888,0.271457673,NA
gene38379,61.28783596,-0.143533894,0.130532538,-1.099602411,0.271505391,NA
gene17997,3.577808139,-0.08743316,0.079526863,-1.099416692,0.271586353,NA
gene19187,11.73881042,0.126520747,0.11511841,1.099048773,0.271746792,NA
gene38610,4.618041943,0.087100353,0.079264839,1.09885233,0.271832482,NA
gene11968,2.507869932,0.095354291,0.086778185,1.098827895,0.271843142,NA
gene26392,1.521595057,-0.080092953,0.072912227,-1.098484526,0.271992971,NA
gene23405,1.597271513,0.083741079,0.076252899,1.098201903,0.272116335,NA
gene35375,19.21380375,0.143428637,0.130695513,1.097425874,0.272455268,NA
gene27163,0.96228949,0.060244225,0.05491357,1.097073552,0.272609241,NA
gene36215,1.917458989,-0.102580453,0.093517937,-1.096906717,0.272682172,NA
gene33461,23.71276481,0.139878863,0.127525426,1.096870385,0.272698056,NA
gene18967,12.09869908,0.131080151,0.119513179,1.09678407,0.272735795,NA
gene24101,2.183156265,-0.080403822,0.073310126,-1.096762835,0.27274508,NA
gene10700,2.482639015,-0.075381369,0.068742379,-1.096577841,0.272825979,NA
gene15247,32.50283438,0.139531736,0.127270661,1.096338583,0.27293063,NA
gene29862,12.97474646,-0.131339634,0.119821719,-1.096125429,0.273023888,NA
gene21638,2.47655285,-0.09817335,0.089564846,-1.09611476,0.273028556,NA
gene39577,24.20926501,0.136363291,0.124409427,1.096084871,0.273041635,NA
gene29635,0.660310016,0.06308518,0.057579235,1.095623808,0.273243439,NA
gene32393,13.70236333,-0.125005155,0.114104523,-1.095531988,0.273283639,NA
gene1796,1.344175846,0.086354547,0.078867506,1.094931886,0.273546478,NA
gene22589,64.62885352,-0.142996158,0.130616549,-1.094778259,0.273613794,NA
gene33981,0.349585552,-0.06516372,0.059535933,-1.094527579,0.273723659,NA
gene39356,2.371936198,-0.119091667,0.108844503,-1.094144984,0.273891396,NA
gene17049,5.242022003,0.105897416,0.096829333,1.093650166,0.274108438,NA
gene22964,10.4682269,-0.135620441,0.124009224,-1.093631881,0.274116461,NA
gene31956,2.90511348,0.08376199,0.076631978,1.093042249,0.27437525,NA
gene31794,5.490024954,-0.125168601,0.114520018,-1.09298447,0.274400619,NA
gene40626,3.656497191,0.082726531,0.075689091,1.092978269,0.274403341,NA
gene31576,7.238539383,-0.143071053,0.130903483,-1.092950699,0.274415447,NA
gene25220,1.925336451,-0.093611856,0.085664977,-1.092766956,0.274496133,NA
gene20173,51.53712481,0.144695816,0.132463409,1.092345558,0.274681243,NA
gene3897,43.64068386,0.14458125,0.132379453,1.092172892,0.274757115,NA
gene10535,5.281621773,-0.10464272,0.095850787,-1.091725205,0.274953903,NA
gene24087,28.36762405,-0.125743467,0.115204283,-1.091482567,0.275060599,NA
gene23991,34.81453241,0.144696449,0.132625338,1.091016622,0.275265569,NA
gene31606,1.202241847,-0.064704141,0.059315624,-1.090844816,0.275341173,NA
gene14570,5.140158799,0.089287547,0.081942554,1.089635875,0.275873573,NA
gene10583,2.120607718,0.077057192,0.070719473,1.089617736,0.275881567,NA
gene4076,3.566640892,-0.108558828,0.099640954,-1.089500086,0.275933417,NA
gene40141,10.21342682,0.134687308,0.12364191,1.089333772,0.276006725,NA
gene25241,3.344747358,0.081529616,0.07484967,1.089244833,0.276045933,NA
gene33297,20.09934949,0.131085951,0.120361781,1.089099466,0.276110026,NA
gene10612,10.14814799,0.121364777,0.111490591,1.088565191,0.276345674,NA
gene16081,22.77502054,-0.129427746,0.118930678,-1.088262076,0.276479427,NA
gene40419,1.14073813,-0.075797792,0.069670397,-1.087948328,0.276617919,NA
gene33879,31.60391594,0.144426133,0.132775768,1.087744658,0.276707847,NA
gene2465,1.878007321,-0.078140159,0.071845597,-1.087612361,0.276766272,NA
gene19223,63.63288746,0.143966905,0.132385231,1.087484642,0.276822682,NA
gene26919,3.102750054,-0.106302844,0.097774686,-1.087222561,0.276938462,NA
gene29042,19.16283797,0.131322771,0.120821319,1.086917215,0.277073397,NA
gene24429,8.962217249,-0.10630441,0.09782659,-1.086661711,0.277186341,NA
gene17517,6.631736043,-0.117296308,0.107967936,-1.086399465,0.277302298,NA
gene1964,1.673670492,0.096893754,0.089187969,1.08639938,0.277302336,NA
gene2953,36.30136863,0.136766874,0.125953386,1.085853095,0.277543992,NA
gene33977,1.238510001,-0.076810353,0.07074643,-1.085713489,0.277605771,NA
gene24832,41.24032421,-0.143124228,0.131852102,-1.085490679,0.27770439,NA
gene19693,33.31380935,0.135347675,0.124688327,1.085487943,0.277705601,NA
gene32306,2.911034997,-0.094740585,0.087293113,-1.08531568,0.277781863,NA
gene37876,5.536257332,0.102915244,0.094842192,1.085120883,0.277868119,NA
gene29784,34.14295433,-0.138428846,0.127576008,-1.08506959,0.277890835,NA
gene3396,7.675739356,-0.110895503,0.102215281,-1.084920987,0.277956652,NA
gene2969,2.269522907,0.081742803,0.07538978,1.084269022,0.278245536,NA
gene31372,1.054331796,0.057258603,0.052812422,1.084188159,0.278281381,NA
gene31261,38.96850114,-0.141251232,0.130314901,-1.083922339,0.278399234,NA
gene25636,1.395893562,-0.078941663,0.072841495,-1.083745791,0.278477527,NA
gene38326,9.344102271,-0.119495229,0.110279798,-1.083564089,0.27855812,NA
gene40083,12.32934942,0.129593365,0.11969975,1.082653594,0.278962209,NA
gene28956,29.03626336,-0.140828732,0.130082783,-1.082608541,0.278982215,NA
gene37403,1.151873349,-0.070610789,0.065246601,-1.082214056,0.279157424,NA
gene32918,40.71817807,0.142564266,0.131735544,1.082200463,0.279163463,NA
gene32469,8.648903004,0.120415144,0.111282704,1.082065222,0.279223548,NA
gene24873,20.4824347,0.132581413,0.122550759,1.081848969,0.279319644,NA
gene38330,7.147835878,-0.126031153,0.116531973,-1.081515656,0.2794678,NA
gene29660,0.383615272,0.043240805,0.039985145,1.081421748,0.279509552,NA
gene30103,28.95387914,0.138768739,0.128350197,1.081172773,0.279620267,NA
gene36276,1.279728869,0.065547968,0.060640468,1.080927814,0.279729225,NA
gene12665,12.13705212,-0.12941427,0.119796742,-1.080282049,0.280016601,NA
gene13422,3.271229332,0.077342194,0.07160899,1.080062634,0.28011429,NA
gene26629,1.961626862,-0.066662275,0.061729756,-1.079905051,0.280184464,NA
gene39154,9.808882317,0.108240957,0.10023304,1.079892984,0.280189838,NA
gene20184,1.374384361,0.096472617,0.089352854,1.079681425,0.280284068,NA
gene15181,9.071828887,-0.111562202,0.103338318,-1.07958213,0.280328303,NA
gene36538,25.61422385,0.138871279,0.128635715,1.079570152,0.280333639,NA
gene36401,1.489759679,-0.071075853,0.065850361,-1.079354034,0.280429934,NA
gene1895,7.359635168,-0.134376152,0.12451504,-1.079196154,0.280500294,NA
gene32756,1.149042123,-0.115451539,0.106998822,-1.078998218,0.280588522,NA
gene18354,61.47225024,-0.135111836,0.125274447,-1.0785267,0.280798773,NA
gene20009,1.071523419,0.059423017,0.055106174,1.078336838,0.280883463,NA
gene38787,9.822587411,-0.135655454,0.125805059,-1.078298882,0.280900396,NA
gene26866,7.83322969,-0.103167501,0.095688224,-1.078162979,0.28096103,NA
gene24235,16.42871155,0.142852647,0.132554428,1.077690494,0.281171902,NA
gene39475,16.41220084,-0.12412479,0.115208828,-1.077389579,0.281306258,NA
gene25860,5.151553676,0.070202616,0.065177155,1.077104638,0.281433521,NA
gene35018,8.812013828,0.121155449,0.112484307,1.077087567,0.281441147,NA
gene264,7.778227912,0.130204288,0.120925761,1.076729117,0.2816013,NA
gene14882,12.28712586,0.133256458,0.123786632,1.076501198,0.281703165,NA
gene33990,1.150532569,0.07140537,0.066332476,1.07647677,0.281714085,NA
gene34716,4.058022468,0.100220193,0.093119465,1.076253952,0.281813697,NA
gene33691,47.92258478,-0.141305148,0.131310202,-1.076117062,0.281874906,NA
gene35122,1.948891834,-0.094543565,0.087885034,-1.075764098,0.282032773,NA
gene25280,26.5230214,-0.14207861,0.132115138,-1.07541507,0.282188938,NA
gene2880,39.09184171,0.142737029,0.132735803,1.075346861,0.282219463,NA
gene19810,4.724997773,0.110720212,0.103014457,1.074802658,0.28246309,NA
gene40977,5.199704968,0.09556018,0.088985466,1.073885258,0.282874111,NA
gene11246,59.26941533,-0.137736093,0.128272274,-1.073779149,0.282921678,NA
gene23708,12.11042645,-0.135399497,0.126108325,-1.073676116,0.28296787,NA
gene37152,29.28278902,0.141003858,0.131354957,1.073456693,0.28306626,NA
gene14975,41.02565271,-0.13624782,0.126962507,-1.073134296,0.283210865,NA
gene39695,14.14735913,0.10932945,0.10188545,1.073062444,0.2832431,NA
gene39491,7.752381548,-0.105713064,0.098523462,-1.0729735,0.283283006,NA
gene31468,31.6106579,-0.134607822,0.125496453,-1.072602596,0.283449459,NA
gene30408,6.472741164,-0.09120369,0.085032587,-1.072573396,0.283462567,NA
gene12543,2.860165322,0.10653533,0.099353195,1.07228892,0.283590282,NA
gene18735,9.877386908,-0.120059794,0.11197766,-1.072176312,0.283640848,NA
gene23008,61.3929854,-0.142334792,0.132756733,-1.07214744,0.283653814,NA
gene36880,1.881741233,0.100225888,0.093492034,1.072025963,0.283708371,NA
gene29920,10.4710492,-0.11395599,0.106300468,-1.072017766,0.283712052,NA
gene36760,11.47387397,0.125857508,0.117421126,1.071847227,0.283788657,NA
gene20745,1.330560856,-0.104126236,0.097148651,-1.071823806,0.283799178,NA
gene22891,1.424775791,-0.051651972,0.048193237,-1.071768072,0.283824217,NA
gene16936,5.449197175,-0.105818272,0.098751537,-1.071560759,0.283917367,NA
gene2672,5.044642215,-0.105579016,0.098541976,-1.071411598,0.2839844,NA
gene25131,0.842657169,0.078554853,0.073323248,1.071349876,0.284012142,NA
gene23457,12.57777703,-0.122111469,0.114024118,-1.070926669,0.284202403,NA
gene40359,25.59298613,-0.12096302,0.112954887,-1.07089674,0.284215862,NA
gene38263,16.43997903,-0.141783198,0.132397482,-1.070890439,0.284218695,NA
gene33689,3.698320093,0.125782304,0.117461351,1.070839919,0.284241414,NA
gene27222,31.8189978,0.139844146,0.130623193,1.070592005,0.28435292,NA
gene36455,2.959208525,0.078997818,0.073792343,1.070542221,0.284375315,NA
gene28047,63.65945776,-0.141763814,0.132443588,-1.070371291,0.284452217,NA
gene24590,19.09994569,-0.119941513,0.112074599,-1.070193545,0.284532199,NA
gene17234,6.320136521,0.103005643,0.09628886,1.069756596,0.284728884,NA
gene28095,2.369559722,-0.087148799,0.081510864,-1.069167896,0.284994022,NA
gene41479,28.99303677,0.132491047,0.123942567,1.068971293,0.285082605,NA
gene22465,1.769804786,0.098374351,0.092027874,1.068962558,0.285086541,NA
gene18014,3.289834061,0.094319429,0.088244332,1.06884405,0.285139946,NA
gene18727,60.86944171,0.141918343,0.132782845,1.06880029,0.285159669,NA
