"gene"	"cor.ntop20"	"cor.mean"	"cor.sd"	"cor.median"	"cor.mean.sd.ratio"	"auc.gene"	"auc.ci95.min"	"auc.ci95.max"
"ENPP3"	0	0.10760667903525	0.0717261885942295	0.100751879699248	1.50024253545668	0.65	0.405681856842827	0.894318143157173
"EOMES"	0	-0.279282622139765	0.0692570425711148	-0.276691729323308	-4.03255195098738	0.508333333333333	0.241969855188541	0.774696811478126
"EPB41L4A"	0	-0.0577612863327149	0.0694880276503185	-0.0601503759398496	-0.831240837966857	0.416666666666667	0.162510072438805	0.670823260894528
"EPHB1"	100	0.504514533085962	0.0541990244073585	0.491729323308271	9.3085537720023	0.825	0.643137855830957	1
"EPHX2"	0	0.121583178726036	0.073807729873832	0.124812030075188	1.64729600725929	0.35	0.0869448810769344	0.613055118923066
"ERAP2"	0	-0.263698206555349	0.0707592165981204	-0.270676691729323	-3.72669765485157	0.475	0.216397548382475	0.733602451617525
"ERBB2"	0	-0.150278293135436	0.0746068438807018	-0.13984962406015	-2.01426954041555	0.35	0.0965441187149919	0.603455881285008
"ERN1"	0	-0.246629560915275	0.0788565602800069	-0.245112781954887	-3.12757188545295	0.625	0.375995292854098	0.874004707145902
"ERV3"	0	-0.274829931972789	0.0683722082631921	-0.270676691729323	-4.01961467903535	0.333333333333333	0.0840582333320611	0.582608433334606
"F13A1"	0	-0.278416821273964	0.0775478622807911	-0.266165413533835	-3.59025784960843	0.6	0.332959586629795	0.867040413370205
"F2R"	0	-0.31713048855906	0.0640536652481338	-0.317293233082707	-4.95101236331359	0.441666666666667	0.18956460647113	0.693768726862204
"FAAH"	0	0.20878169449598	0.0827958196071257	0.219548872180451	2.52164536188747	0.366666666666667	0.124052960811394	0.60928037252194
"FADS2"	0	-0.0763141620284478	0.0801210986954188	-0.0887218045112782	-0.952485216391713	0.566666666666667	0.306247106953134	0.827086226380199
"FAM113B"	0	0.0923933209647495	0.0756658862157783	0.0962406015037594	1.22106969977553	0.491666666666667	0.22122713775383	0.762106195579503
"FAM117B"	0	0.0462585034013605	0.0683514983853443	0.0466165413533835	0.67677380151302	0.375	0.127166779939493	0.622833220060507
"FAM118A"	0	0.076808905380334	0.0848626617803442	0.0842105263157895	0.905096585105281	0.333333333333333	0.0949096977109334	0.571756968955733
"FAM125B"	0	-0.391960420531849	0.0636051269732117	-0.389473684210526	-6.16240292542658	0.45	0.17630198629816	0.72369801370184
"FAM129C"	0	0.134570191713049	0.0722453752733724	0.13984962406015	1.86268243751026	0.583333333333333	0.310799535485902	0.855867131180765
"FAM134B"	0	0.125417439703154	0.0742964840355773	0.130827067669173	1.68806695674989	0.466666666666667	0.200374012383002	0.732959320950332
"FAM13A"	11.2554112554113	0.336672850958565	0.0746441973578059	0.338345864661654	4.51036869409592	0.483333333333333	0.20873105022611	0.757935616440556
"FAM154B"	24.6753246753247	0.383673469387755	0.0584982562560177	0.377443609022556	6.55871634375917	0.516666666666667	0.227086347907073	0.80624698542626
"FAM164A"	0	-0.00952380952380953	0.0780174585463777	-0.0180451127819549	-0.122072798848582	0.733333333333333	0.501650468512799	0.965016198153867
"FAM19A2"	0	-0.1139146567718	0.063436622082193	-0.117293233082707	-1.7957238742032	0.566666666666667	0.296895543462091	0.836437789871242
"FAM3B"	0	0.0257266542980829	0.0693448617621907	0.0255639097744361	0.370995826429204	0.35	0.101786525778074	0.598213474221926
"FAM70A"	0	-0.216573902288188	0.0722862695362016	-0.215037593984962	-2.99605863849048	0.6	0.349603199525376	0.850396800474624
"FAT4"	0	-0.00247371675943104	0.0804142978621943	-0.0105263157894737	-0.0307621508263399	0.55	0.296161671866299	0.803838328133701
"FBN2"	0	-0.00964749536178108	0.0676717956628134	-0.0165413533834586	-0.142563017092843	0.433333333333333	0.172479551177312	0.694187115489355
"FCER1A"	0	0.0399505256648114	0.0774069877235784	0.0285714285714286	0.516110067575235	0.691666666666667	0.439052073164027	0.944281260169306
"FCER2"	0	0.114533085961657	0.0776961037732119	0.118796992481203	1.47411620917272	0.666666666666667	0.429898849528425	0.903434483804908
"FCGBP"	0	0.127149041434756	0.0776621407614294	0.129323308270677	1.6372075272216	0.566666666666667	0.31259490441521	0.820738428918124
"FCGR2B"	0	-0.0263450834879406	0.0699395852983882	-0.00902255639097744	-0.37668343864984	0.841666666666667	0.655007849206831	1
"FCN1"	0	0.162399505256648	0.0690079328699844	0.150375939849624	2.35334545613212	0.616666666666667	0.369497573546229	0.863835759787104
"FCRL1"	0.432900432900433	0.271366728509586	0.0714266347052424	0.282706766917293	3.79923721213297	0.608333333333333	0.354335822302991	0.862330844363676
"FCRL2"	8.22510822510823	0.324056895485467	0.0726940259289876	0.32781954887218	4.45782017633784	0.608333333333333	0.347159516734334	0.869507149932332
"FCRL3"	0	-0.0173160173160173	0.0762704488490559	-0.0120300751879699	-0.227034422601692	0.575	0.316376709311437	0.833623290688563
"FCRL5"	1.73160173160173	0.242176870748299	0.0731637607148892	0.233082706766917	3.31006591763421	0.541666666666667	0.275323421989042	0.808009911344292
"FCRL6"	0	-0.239332096474954	0.0688811154635893	-0.237593984962406	-3.47456766436172	0.45	0.19537733510702	0.704622664892981
"FCRLA"	0	-0.178231292517007	0.0825168027959249	-0.166917293233083	-2.15993938783349	0.625	0.378606161395078	0.871393838604922
"FDFT1"	0	-0.420160791589363	0.0651717225264221	-0.42406015037594	-6.44697999840376	0.625	0.371448452921505	0.878551547078495
"FGFR1"	0	0.0500927643784787	0.0770331010070423	0.0481203007518797	0.650275838874762	0.383333333333333	0.130132737539948	0.636533929126719
"FHIT"	0.432900432900433	0.246134817563389	0.0605329687873714	0.245112781954887	4.06612830155356	0.4	0.141012296997831	0.658987703002169
"FHL1"	0	-0.120964749536178	0.0733626732388779	-0.120300751879699	-1.64885962023633	0.491666666666667	0.22512115643386	0.758212176899474
"FHL3"	0	-0.287074829931973	0.0684940394179088	-0.287218045112782	-4.19123813359024	0.333333333333333	0.0712017577605924	0.595464908906074
"FIS1"	0	-0.25899814471243	0.0674094304254238	-0.258646616541353	-3.84216485850544	0.491666666666667	0.236399265988901	0.746934067344433
"FLNB"	0	0.0636982065553494	0.0776658185307992	0.0706766917293233	0.820157538545599	0.55	0.295313846098455	0.804686153901546
"FMN1"	0	0.0174397031539889	0.0834652467838674	0.0390977443609023	0.208945684892646	0.375	0.121129827302041	0.628870172697959
"FOLR3"	0	0.17687074829932	0.0741208666933084	0.17593984962406	2.38624770850511	0.45	0.194194805173092	0.705805194826908
"FRG1B"	0	-0.141125541125541	0.0729932509101958	-0.148872180451128	-1.93340534043578	0.558333333333333	0.296294291119564	0.820372375547103
"FRMPD3"	0	-0.317501546072975	0.0600001038144946	-0.312781954887218	-5.29168327865916	0.283333333333333	0.0523260320724228	0.514340634594244
"FRRS1"	0	0.0988249845392703	0.0818406736718525	0.0827067669172932	1.20752897190849	0.633333333333333	0.390386656408905	0.876280010257761
"FUT10"	0	-0.338033395176252	0.0675505135205324	-0.336842105263158	-5.00415729739056	0.425	0.166293369813362	0.683706630186638
"FZD6"	0	-0.229189857761286	0.0870198699242001	-0.225563909774436	-2.63376465583005	0.225	0.0088282996497426	0.441171700350257
"GAB3"	0	-0.217687074829932	0.0621126402087962	-0.21203007518797	-3.5047145653149	0.433333333333333	0.176854855039361	0.689811811627306
"GATA2"	0	0.0915275200989487	0.0757859736414562	0.0947368421052632	1.20771055250891	0.766666666666667	0.546922047032118	0.986411286301215
"GATA3"	0	-0.339641311069883	0.073638000273904	-0.350375939849624	-4.61231035343915	0.466666666666667	0.20157074819516	0.731762585138173
"GATM"	0	-0.236239950525665	0.071922055056986	-0.245112781954887	-3.28466630074022	0.333333333333333	0.0851198591114073	0.581546807555259
"GDPD5"	0	-0.010760667903525	0.0656500471570533	-0.00902255639097744	-0.163909522833739	0.458333333333333	0.205058252691599	0.711608413975068
"GFI1"	0	-0.267037724180581	0.0739872924521048	-0.273684210526316	-3.60923768569375	0.425	0.169711488012544	0.680288511987456
"GGTA1"	0	-0.122201607915894	0.0798178872216207	-0.111278195488722	-1.53100529429689	0.408333333333333	0.159133913757981	0.657532752908686
"GLB1L"	0	-0.0247371675943105	0.0820186643577975	-0.0330827067669173	-0.301604126182758	0.508333333333333	0.253446235234919	0.763220431431748
"GLB1L2"	0	-0.0503401360544218	0.0738611680520742	-0.0496240601503759	-0.681550771292035	0.408333333333333	0.15289709103269	0.663769575633977
"GLIS3"	0	-0.0871985157699443	0.0729049237597659	-0.102255639097744	-1.19605797898203	0.383333333333333	0.132699893362173	0.633966773304493
"GLT25D2"	0	0.0617192331478046	0.0780230179271791	0.0616541353383459	0.791038783008993	0.708333333333333	0.476638838138814	0.940027828527852
"GLYATL2"	0	0.148917748917749	0.0610076848578872	0.15187969924812	2.44096705627564	0.725	0.505439395431613	0.944560604568387
"GNAO1"	0	-0.265182436611008	0.0776216968269395	-0.266165413533835	-3.41634423687287	0.458333333333333	0.20226492645685	0.714401740209816
"GNG7"	0	-0.176004947433519	0.0778304886303267	-0.153383458646617	-2.26138818515574	0.525	0.262262623938197	0.787737376061803
"GNLY"	0	-0.143104514533086	0.0727015994102693	-0.156390977443609	-1.96838192961229	0.433333333333333	0.16874613902757	0.697920527639097
"GOLGA6L1"	0	-0.0867037724180581	0.082239578146962	-0.0887218045112782	-1.0542827963334	0.408333333333333	0.145083658348734	0.671583008317933
"GOLM1"	0	-0.266048237476809	0.0836181822754965	-0.26015037593985	-3.1817031922586	0.383333333333333	0.133690969043115	0.632975697623552
"GPM6A"	0	-0.0691403834260977	0.0864679501087838	-0.075187969924812	-0.799607060640542	0.533333333333333	0.275743600348375	0.790923066318292
"GPNMB"	0	-0.0855905998763142	0.0888969098440397	-0.105263157894737	-0.962807368967874	0.541666666666667	0.262944461808876	0.820388871524457
"GPR128"	0	-0.25813234384663	0.0724822055984547	-0.263157894736842	-3.56132021253135	0.308333333333333	0.0737033925548922	0.542963274111775
"GPR137B"	0	-0.151020408163265	0.0684890631476896	-0.157894736842105	-2.20502955103365	0.4	0.14203394872384	0.65796605127616
"GPR141"	0	0.035374149659864	0.0739288903101967	0.0390977443609023	0.478488849371853	0.566666666666667	0.312955756759751	0.820377576573582
"GPR15"	0	0.0758194186765615	0.0753880481689641	0.0721804511278195	1.00572200127307	0.683333333333333	0.438442344974408	0.928224321692258
"GPR180"	0	-0.153370439084725	0.0704273862945939	-0.162406015037594	-2.17771022259984	0.6	0.329470811063695	0.870529188936305
"GPR34"	0	0.0445269016697588	0.0852617877148578	0.0315789473684211	0.522237486019772	0.683333333333333	0.451487696369095	0.915178970297572
"GPR56"	0	-0.295114409400124	0.0657774471596227	-0.297744360902256	-4.48655918013916	0.45	0.185718510238038	0.714281489761962
"GRAMD1C"	0	-0.131106988249845	0.0739180759848751	-0.123308270676692	-1.77367966499388	0.325	0.0719590884259454	0.578040911574055
"GRAPL"	1.2987012987013	0.245021645021645	0.0699065066194771	0.237593984962406	3.50499054909687	0.591666666666667	0.334904676427056	0.848428656906277
"GRHPR"	0	-0.210760667903525	0.0696917867306411	-0.198496240601504	-3.02418230024889	0.466666666666667	0.205544441996069	0.727788891337264
"GRIK4"	0	-0.199752628324057	0.0713094272352504	-0.210526315789474	-2.80120926599328	0.541666666666667	0.284296706789049	0.799036626544285
"GSDMA"	0	0.0961038961038961	0.0732604912759674	0.0887218045112782	1.31181069673529	0.475	0.211096033551868	0.738903966448132
"GSN"	0	0.0813852813852814	0.0666335047152041	0.087218045112782	1.22138677431312	0.633333333333333	0.386011659956569	0.880655006710098
"GSTM1"	0.432900432900433	0.241187384044527	0.0773519857820968	0.239097744360902	3.11805032031059	0.541666666666667	0.28815763326169	0.795175700071644
"GSTM2"	2.5974025974026	0.278293135435993	0.0703741813884987	0.276691729323308	3.95447776365146	0.466666666666667	0.207949620930366	0.725383712402967
"GSTM3"	0	0.2860853432282	0.0687940313487279	0.297744360902256	4.1585779699112	0.541666666666667	0.284108318358399	0.799225014974934
"GSTM4"	0	0.265924551638837	0.0726272724551549	0.281203007518797	3.66149715732527	0.658333333333333	0.419920999819713	0.896745666846954
"GSTM5"	1.2987012987013	0.225602968460111	0.0835643872847644	0.216541353383459	2.69975016619602	0.708333333333333	0.477711287726075	0.938955378940591
"GSTO1"	0	0.187136672850959	0.0775999572975119	0.178947368421053	2.41155638956722	0.683333333333333	0.449912388149707	0.91675427851696
"GSTT1"	0	-0.0667903525046382	0.0647109069812588	-0.0706766917293233	-1.03213439001839	0.591666666666667	0.336991093167423	0.84634224016591
"GYPE"	0	0.111688311688312	0.067135582356176	0.111278195488722	1.66362319009567	0.433333333333333	0.161750375882381	0.704916290784285
"GZMH"	0	-0.315275200989487	0.0701250604842696	-0.315789473684211	-4.49589916660691	0.441666666666667	0.18408739481571	0.699245938517623
"GZMK"	0	-0.214471243042672	0.0709725283623286	-0.216541353383459	-3.02189097657271	0.5	0.243689676766421	0.756310323233579
"H1F0"	0	-0.481880024737168	0.0591795782475983	-0.481203007518797	-8.14267419617381	0.475	0.214735695299003	0.735264304700997
"HAPLN3"	0	0.0199134199134199	0.07848228795637	0.0165413533834586	0.25373138872417	0.533333333333333	0.274908081667186	0.791758584999481
"HBD"	0.432900432900433	0.108967223252938	0.082654888019281	0.0857142857142857	1.31833973603011	0.533333333333333	0.273950562351762	0.792716104314905
"HDC"	0	-0.0111317254174397	0.073946438703707	-0.0105263157894737	-0.150537681226853	0.633333333333333	0.383410484037333	0.883256182629334
"HDHD1"	6.92640692640693	0.300927643784787	0.0773083076310296	0.312781954887218	3.89256540475609	0.725	0.504313185120174	0.945686814879826
"HEATR6"	0	-0.0190476190476191	0.0708680773017793	-0.0135338345864662	-0.268775727701883	0.641666666666667	0.397779040395801	0.885554292937532
"HEBP2"	0	-0.418923933209648	0.0670274393784795	-0.42406015037594	-6.25003635964872	0.525	0.260015917047217	0.789984082952783
"HLA-B"	0	-0.237971552257267	0.0698313841695023	-0.230075187969925	-3.4078023096268	0.483333333333333	0.221592676696828	0.745073989969839
"HLA-C"	0	-0.287198515769944	0.07426203053754	-0.290225563909774	-3.86736685882516	0.533333333333333	0.273639091114004	0.793027575552663
"HLA-DOB"	0	-0.0500927643784787	0.0828365683829668	-0.0481203007518797	-0.60471800505897	0.658333333333333	0.40010627256928	0.916560394097387
"HLA-DPA1"	0	-0.118367346938776	0.0879591750336579	-0.135338345864662	-1.34570778879499	0.525	0.26598108551243	0.78401891448757
"HLA-DPB1"	0.432900432900433	0.0909090909090909	0.0854021416558243	0.0631578947368421	1.06448256620378	0.75	0.52711409898211	0.97288590101789
"HLA-DQA2"	0	-0.216079158936302	0.0723145736495912	-0.215037593984962	-2.98804442909861	0.241666666666667	0.0136768961206663	0.469656437212667
"HLA-DQB1"	0	-0.0672850958565244	0.0823935303318398	-0.0676691729323308	-0.816630815375113	0.616666666666667	0.356247106953134	0.877086226380199
"HLA-DQB2"	0	-0.351267779839208	0.0750975428057714	-0.338345864661654	-4.67748699511661	0.391666666666667	0.142791852438913	0.64054148089442
"HLA-DRB5"	0	0.161533704390847	0.0682935322840436	0.168421052631579	2.36528554005675	0.341666666666667	0.0869699328023416	0.596363400530992
"HLA-L"	0	0.148794063079777	0.0721160888145433	0.153383458646617	2.06325752721313	0.591666666666667	0.342597038464481	0.840736294868852
"HOXB2"	0	-0.134075448361163	0.0722046293814434	-0.142857142857143	-1.85688160869669	0.608333333333333	0.347427906166579	0.869238760500088
"HPGD"	0	-0.228571428571429	0.0666530811422704	-0.230075187969925	-3.42927025509211	0.65	0.392473040193258	0.907526959806742
"HPGDS"	0	-0.306369820655535	0.0792022158427543	-0.315789473684211	-3.86819759265059	0.525	0.265108685736247	0.784891314263754
"HRH4"	0	-0.00853432282003711	0.0705255037066737	-0.00451127819548872	-0.121010448298713	0.625	0.378671787668344	0.871328212331656
"IFI30"	0	0.0285714285714286	0.0778303896506599	0.0406015037593985	0.367098619185524	0.475	0.2176719229477	0.7323280770523
"IFI44"	0.865800865800866	0.23030303030303	0.0754629621089134	0.219548872180451	3.05186841156117	0.525	0.26450801961415	0.78549198038585
"IFI44L"	1.2987012987013	0.246753246753247	0.074524110202756	0.242105263157895	3.31105257187118	0.558333333333333	0.297469221357205	0.819197445309462
"IFNG"	0	-0.0594928880643166	0.0661617610084928	-0.0631578947368421	-0.899203515104139	0.541666666666667	0.27831465148655	0.805018681846784
"IGF1R"	0	0.193939393939394	0.066842856357508	0.192481203007519	2.90142289704246	0.375	0.125843836703324	0.624156163296676
"IGFBP7"	0	-0.0260977118119975	0.0786082407354999	-0.0345864661654135	-0.331997148998803	0.533333333333333	0.271778052750752	0.794888613915915
"IGHMBP2"	0	0.0895485466914038	0.0826145390550216	0.081203007518797	1.0839320501657	0.483333333333333	0.224428879353888	0.742237787312779
"IL12RB2"	0	0.170562770562771	0.0805620719197742	0.153383458646617	2.11715968194837	0.65	0.40856646969081	0.89143353030919
"IL1RL1"	1.2987012987013	0.18008658008658	0.0766041474564906	0.153383458646617	2.35087245359483	0.625	0.353883774122372	0.896116225877628
"IL23R"	15.5844155844156	0.353617810760668	0.0690238447384136	0.347368421052632	5.12312537936431	0.658333333333333	0.413145433992389	0.903521232674278
"IL2RA"	0	-0.171799628942486	0.0690376988039277	-0.184962406015038	-2.48849008467692	0.425	0.170239795585901	0.679760204414099
"IL32"	0	-0.265677179962894	0.0750276584099948	-0.27218045112782	-3.54105653292656	0.483333333333333	0.22241757839113	0.744249088275536
"IL3RA"	0.865800865800866	0.172789115646259	0.0815792805847886	0.15187969924812	2.11805147590964	0.675	0.430692886260396	0.919307113739604
"IL4R"	2.5974025974026	0.298330241187384	0.0679852366018829	0.300751879699248	4.38816213782393	0.6	0.342013058247126	0.857986941752874
"IL5RA"	0	0.0742115027829314	0.0714140552275348	0.0857142857142857	1.03917222662239	0.658333333333333	0.416064178348547	0.900602488318119
"ISM1"	0	-0.203586889301175	0.0714329215279834	-0.195488721804511	-2.85004287863854	0.533333333333333	0.272438234350862	0.794228432315805
"ITGA2B"	0	0.0523191094619666	0.0805336075278971	0.0586466165413534	0.649655604262396	0.533333333333333	0.277675655622437	0.78899101104423
"ITGA6"	0	0.0466295609152752	0.067067316077626	0.0481203007518797	0.695265050733573	0.391666666666667	0.12737498105625	0.655958352277084
"ITGB3"	0	0.0871985157699443	0.0814571689284251	0.0736842105263158	1.07048301478	0.591666666666667	0.332730991167182	0.850602342166151
"ITM2A"	0	-0.00606060606060606	0.073241814481111	-0.0075187969924812	-0.0827478961784745	0.666666666666667	0.421138312306092	0.912195021027241
"ITPR1"	38.0952380952381	0.389115646258503	0.0686690793682859	0.393984962406015	5.66653361073328	0.558333333333333	0.302243881179899	0.814422785486768
"JAKMIP1"	0	-0.326159554730983	0.0724785108465956	-0.32781954887218	-4.5000863141534	0.383333333333333	0.134361093063787	0.63230557360288
"JAKMIP2"	0	-0.0680272108843538	0.0774965560560986	-0.0842105263157895	-0.877809471108753	0.625	0.372684257735082	0.877315742264918
"JAM3"	0	-0.123438466295609	0.0779884015944063	-0.117293233082707	-1.58277979509793	0.55	0.289022286987915	0.810977713012086
"JUP"	0	-0.174025974025974	0.0760402702293977	-0.186466165413534	-2.28860278245953	0.575	0.304779765275158	0.845220234724842
"KANK1"	0	0.0383426097711812	0.0698242253481355	0.0466165413533835	0.549130471265659	0.491666666666667	0.232835077546554	0.75049825578678
"KCNK17"	0	0.228818800247372	0.0678687803859437	0.234586466165414	3.37148831828371	0.366666666666667	0.123609100751607	0.609724232581726
"KCNN4"	0	-0.0188002473716759	0.0739227812139842	-0.0210526315789474	-0.254322782002139	0.458333333333333	0.199793409007059	0.716873257659608
"KDM5C"	0	0.201978973407545	0.0772707873235143	0.198496240601504	2.6139111610434	0.525	0.267253400955204	0.782746599044796
"KDM5D"	0	-0.200494743351886	0.082030040470255	-0.206015037593985	-2.4441624336951	0.391666666666667	0.138860141065803	0.64447319226753
"KDM6A"	0	-0.00272108843537415	0.0722709481623591	-0.0120300751879699	-0.0376512070833931	0.466666666666667	0.202548364008724	0.730784969324609
"KHDRBS2"	0	0.0340136054421769	0.0749233969587775	0.0406015037593985	0.453978420931595	0.583333333333333	0.331605653220329	0.835061013446338
"KIAA0664L3"	0	0.0521954236239951	0.0781842705194848	0.043609022556391	0.667594943038921	0.558333333333333	0.29891939839911	0.817747268267557
"KIAA1324"	0	-0.108596165739023	0.0797734256379379	-0.100751879699248	-1.36130753907825	0.45	0.197609511750842	0.702390488249158
"KIAA1324L"	0	-0.0406926406926407	0.0749841730699551	-0.0315789473684211	-0.542683062660133	0.383333333333333	0.133087238138973	0.633579428527694
"KIAA1598"	0	-0.0581323438466296	0.0810128160671233	-0.0571428571428571	-0.717569721295257	0.608333333333333	0.357968819210527	0.85869784745614
"KIAA1671"	0	0.08286951144094	0.0783351968419707	0.0511278195488722	1.05788349020322	0.6	0.349969355637829	0.850030644362171
"KIF16B"	0	0.0749536178107607	0.0844785342917167	0.0736842105263158	0.887250452901265	0.641666666666667	0.38505164352129	0.898281689812043
"KIF5C"	0	0.0848484848484849	0.0844269637334594	0.087218045112782	1.00499273095212	0.475	0.21446664541116	0.73553335458884
"KIR3DL2"	0	-0.176623376623377	0.0748712041131968	-0.18796992481203	-2.35902946553847	0.4	0.128655273259327	0.671344726740673
"KLF8"	0	0.00111317254174397	0.0697790587843465	-0.00300751879699248	0.0159528168068912	0.383333333333333	0.13201275447172	0.634653912194947
"KLKB1"	4.32900432900433	0.311688311688312	0.074340422021765	0.314285714285714	4.19271646853252	0.575	0.317713812590995	0.832286187409005
"KLRC1"	0	-0.215337043908472	0.0724410165478163	-0.213533834586466	-2.97258451317196	0.433333333333333	0.175639012365266	0.691027654301401
"KLRC2"	0	-0.256895485466914	0.0644552800342791	-0.257142857142857	-3.98563911801004	0.45	0.194933243912669	0.705066756087331
"KLRC3"	0	-0.350278293135436	0.0636940787163136	-0.354887218045113	-5.4993855032512	0.441666666666667	0.186040610841856	0.697292722491477
"KLRC4"	0	-0.12430426716141	0.0662595293616777	-0.124812030075188	-1.87602097930541	0.508333333333333	0.244817656510647	0.77184901015602
"KLRG1"	0	-0.0453927025355597	0.0685784678107661	-0.0451127819548872	-0.661908963332563	0.525	0.265814687734415	0.784185312265586
"KLRK1"	0	-0.0108843537414966	0.069093285639219	-0.00902255639097744	-0.157531280222088	0.55	0.27980968281826	0.82019031718174
"KRT72"	0	0.0940012368583797	0.0763790408354569	0.0947368421052632	1.23072031057429	0.366666666666667	0.122790089283671	0.610543244049662
"KRT73"	0	0.0356215213358071	0.0781842699751106	0.037593984962406	0.455609822118271	0.416666666666667	0.162828338532966	0.670504994800367
"LAPTM4B"	1.73160173160173	0.274458874458874	0.0722433321618551	0.270676691729323	3.79908935877947	0.491666666666667	0.231547350249009	0.751785983084325
"LASS3"	2.5974025974026	0.221150278293135	0.0740984165581094	0.213533834586466	2.9845479642565	0.533333333333333	0.255861075308002	0.810805591358665
"LCLAT1"	0	0.0916512059369202	0.0676426795417475	0.0676691729323308	1.35493162834206	0.408333333333333	0.154166137099242	0.662500529567424
"LCN2"	0	0.0311688311688312	0.0726300302428949	0.0225563909774436	0.429145231863377	0.466666666666667	0.209411900966433	0.723921432366901
"LDOC1"	0	-0.214471243042672	0.0799420354596539	-0.213533834586466	-2.68283440382142	0.333333333333333	0.0841879852797787	0.582478681386888
"LEF1"	0	0.0773036487322202	0.0695344072969481	0.0857142857142857	1.11173233133481	0.391666666666667	0.12320723415598	0.660126099177353
"LGALS2"	0	-0.332591218305504	0.0762550673254317	-0.329323308270677	-4.36156218820335	0.625	0.381200778852572	0.868799221147428
"LGALS3BP"	28.1385281385281	0.385281385281385	0.0758103437786334	0.369924812030075	5.082174358771	0.616666666666667	0.370875058097849	0.862458275235484
"LGALS8"	0	-0.0116264687693259	0.0814074502728832	-0.00601503759398496	-0.142818239981147	0.4	0.131671084994462	0.668328915005538
"LGR6"	0	-0.12108843537415	0.065094880472551	-0.132330827067669	-1.86018369640006	0.391666666666667	0.13815763326169	0.645175700071644
"LILRA3"	3.8961038961039	0.260358688930118	0.0744933964079057	0.251127819548872	3.4950573001728	0.675	0.425217353836739	0.924782646163261
"LINGO2"	0	-0.125417439703154	0.0872688446734164	-0.129323308270677	-1.43713876552967	0.45	0.189539054579458	0.710460945420542
"LIPA"	0	-0.0239950525664811	0.0802339209538863	-0.0300751879699248	-0.299063691281797	0.616666666666667	0.372017872196793	0.86131546113654
"LIPC"	0	-0.123933209647495	0.061892085326529	-0.130827067669173	-2.0024080460959	0.416666666666667	0.163870800137194	0.669462533196139
"LONP2"	100	0.567223252937539	0.0530473872525205	0.559398496240601	10.6927651353948	0.575	0.308676990326748	0.841323009673252
"LOXHD1"	32.4675324675325	0.402226345083488	0.0701450841201558	0.384962406015038	5.73420575552365	0.791666666666667	0.590393202861167	0.992940130472167
"LPAR1"	0	0.13865182436611	0.0761330235879475	0.147368421052632	1.82117848250099	0.516666666666667	0.251042708609616	0.782290624723717
"LPAR3"	0.865800865800866	0.21756338899196	0.0767232783451238	0.219548872180451	2.83568942418358	0.541666666666667	0.281837569532065	0.801495763801269
"LPIN1"	0	0.0604823747680891	0.0752984960932039	0.0406015037593985	0.803234830788976	0.483333333333333	0.223722113572078	0.742944553094589
"LPL"	1.2987012987013	0.172170686456401	0.0855310085114294	0.144360902255639	2.01296219292672	0.608333333333333	0.343715587997585	0.872951078669082
"LRP6"	52.8138528138528	0.406802721088435	0.0602814540283359	0.410526315789474	6.7483893287845	0.45	0.185290622730298	0.714709377269702
"LRRC16A"	86.1471861471862	0.484230055658627	0.0691873544837806	0.484210526315789	6.99882311256957	0.516666666666667	0.250616980183851	0.782716353149483
"LRRC6"	6.49350649350649	0.241682127396413	0.0813135173567774	0.227067669172932	2.9722257166172	0.85	0.666971066797574	1
"LRRC7"	7.79220779220779	0.304267161410019	0.0761033304736637	0.300751879699248	3.9980794469345	0.583333333333333	0.320831950510309	0.845834716156357
"LRRN1"	0.432900432900433	0.153246753246753	0.0782023465515129	0.136842105263158	1.95961834912214	0.766666666666667	0.561140616925874	0.972192716407459
"LRRN3"	0	0.0940012368583797	0.0753383082115324	0.109774436090226	1.24772163179516	0.475	0.209995579806084	0.740004420193916
"LSS"	0	0.043661100803958	0.0851914638298857	0.0421052631578947	0.512505582614973	0.458333333333333	0.201068093303757	0.71559857336291
"LTBP1"	4.76190476190476	0.239950525664811	0.0799156185092337	0.233082706766917	3.00254856486016	0.691666666666667	0.450557020966297	0.932776312367037
"LTF"	0	-0.0174397031539889	0.0771784616323188	-0.0285714285714286	-0.225965933825842	0.441666666666667	0.186146045391948	0.697187287941385
"LY6E"	0	-0.00556586270871985	0.0703252926565087	-0.00451127819548872	-0.0791445367444869	0.666666666666667	0.420086981805259	0.913246351528074
"M6PR"	0	-0.0491032776747062	0.0870868631875165	-0.0481203007518797	-0.563842534653895	0.575	0.294966063214024	0.855033936785976
"MAF"	0	-0.523562152133581	0.0562620660628876	-0.529323308270677	-9.30577543221329	0.375	0.131289216044617	0.618710783955383
"MAL"	0	-0.0340136054421769	0.081583171475611	-0.0345864661654135	-0.416919382109889	0.425	0.166314202170781	0.683685797829219
"MAN1C1"	0.432900432900433	0.247495361781076	0.0757738600577707	0.258646616541353	3.26623668891071	0.45	0.17581016557139	0.72418983442861
"MAP4"	0	-0.0655534941249227	0.0794120262550066	-0.0676691729323308	-0.825485725731495	0.516666666666667	0.257200800129229	0.776132533204104
"MAP7D3"	0	-0.0848484848484849	0.0640846730326256	-0.081203007518797	-1.32400589459649	0.608333333333333	0.3598919859751	0.856774680691567
"MAPK8IP1"	0	-0.0669140383426098	0.0741670968804067	-0.0646616541353384	-0.902206519563623	0.625	0.375692472563254	0.874307527436746
